x,y,z,delta de t
4.388,-2.26,-8.307,5
4.35,-2.26,-8.298,5
4.313,-2.267,-8.285,5
4.3,-2.283,-8.278,5
4.324,-2.296,-8.291,5
4.319,-2.298,-8.262,5
4.306,-2.291,-8.239,5
4.294,-2.267,-8.251,6
4.281,-2.251,-8.29,5
4.271,-2.232,-8.331,5
4.271,-2.183,-8.331,5
4.279,-2.171,-8.323,5
4.29,-2.184,-8.313,5
4.277,-2.196,-8.325,5
4.284,-2.189,-8.325,5
4.309,-2.165,-8.312,5
4.321,-2.164,-8.264,5
4.334,-2.154,-8.23,5
4.346,-2.129,-8.218,5
4.358,-2.115,-8.248,5
4.363,-2.103,-8.274,5
4.351,-2.09,-8.274,5
4.394,-2.059,-8.283,5
4.441,-2.027,-8.29,5
4.429,-2.015,-8.278,5
4.457,-2.019,-8.266,5
4.5,-2.029,-8.256,5
4.487,-2.016,-8.268,5
4.502,-2.017,-8.26,5
4.539,-2.03,-8.235,5
4.552,-1.993,-8.211,5
4.547,-1.967,-8.203,5
4.523,-1.954,-8.215,5
4.542,-1.964,-8.205,5
4.546,-1.972,-8.201,5
4.509,-1.972,-8.214,6
4.511,-1.982,-8.246,5
4.511,-1.994,-8.271,5
4.474,-2.007,-8.258,5
4.471,-2.019,-8.246,5
4.478,-2.03,-8.232,5
4.454,-2.03,-8.207,5
4.422,-2.037,-8.219,5
4.385,-2.05,-8.255,5
4.349,-2.068,-8.273,5
4.36,-2.081,-8.292,5
4.385,-2.069,-8.329,5
4.386,-2.137,-8.308,5
4.386,-2.192,-8.283,5
4.386,-2.217,-8.259,5
4.386,-2.221,-8.244,5
4.383,-2.218,-8.232,5
4.37,-2.206,-8.22,5
4.349,-2.193,-8.234,5
4.331,-2.177,-8.259,5
4.343,-2.139,-8.283,5
4.34,-2.156,-8.3,5
4.329,-2.201,-8.313,5
4.329,-2.189,-8.325,5
4.322,-2.157,-8.305,5
4.31,-2.108,-8.256,5
4.31,-2.07,-8.278,5
4.284,-2.039,-8.293,5
4.222,-2.014,-8.293,5
4.224,-2.011,-8.282,6
4.233,-2.021,-8.295,5
4.233,-2.001,-8.312,5
4.223,-2.001,-8.321,5
4.219,-2.011,-8.328,5
4.244,-2.011,-8.316,5
4.26,-2.011,-8.312,5
4.271,-2.009,-8.313,5
4.271,-1.997,-8.326,5
4.278,-1.998,-8.31,5
4.29,-2.011,-8.274,5
4.278,-2.048,-8.286,5
4.271,-2.074,-8.293,5
4.271,-2.086,-8.293,5
4.271,-2.076,-8.304,5
4.276,-2.068,-8.316,5
4.288,-2.068,-8.329,5
4.271,-2.038,-8.311,5
4.252,-2.011,-8.293,5
4.252,-2.011,-8.293,5
4.261,-2.011,-8.301,5
4.273,-2.011,-8.317,5
4.285,-2.011,-8.354,5
4.304,-1.96,-8.357,5
4.329,-1.972,-8.369,5
4.329,-1.959,-8.369,5
4.323,-1.965,-8.369,5
4.31,-1.99,-8.369,5
4.344,-2.026,-8.369,6
4.372,-2.059,-8.345,5
4.384,-2.083,-8.284,5
4.376,-2.098,-8.274,5
4.371,-2.099,-8.263,5
4.383,-2.075,-8.226,5
4.404,-2.05,-8.216,5
4.427,-2.048,-8.218,5
4.439,-2.147,-8.231,5
4.451,-2.191,-8.243,5
4.466,-2.2,-8.26,5
4.503,-2.176,-8.334,5
4.514,-2.157,-8.369,5
4.501,-2.145,-8.369,5
4.453,-2.193,-8.345,5
4.424,-2.232,-8.315,5
4.424,-2.257,-8.278,5
4.424,-2.227,-8.263,5
4.413,-2.198,-8.247,5
4.376,-2.186,-8.222,5
4.358,-2.174,-8.245,5
4.345,-2.167,-8.276,5
4.333,-2.179,-8.289,5
4.288,-2.191,-8.285,5
4.23,-2.199,-8.276,5
4.205,-2.175,-8.301,5
4.16,-2.157,-8.284,5
4.099,-2.144,-8.235,5
4.074,-2.12,-8.235,6
4.049,-2.055,-8.269,5
4.024,-1.944,-8.343,5
4.011,-1.912,-8.395,5
4.021,-1.891,-8.44,5
4.07,-1.879,-8.477,5
4.07,-1.887,-8.474,5
4.079,-1.898,-8.465,5
4.15,-1.907,-8.465,5
4.218,-1.915,-8.463,5
4.26,-1.911,-8.435,5
4.309,-1.886,-8.361,5
4.306,-1.869,-8.331,5
4.279,-1.859,-8.33,5
4.44,-1.883,-8.305,5
4.539,-1.896,-8.287,5
4.576,-1.896,-8.274,5
4.694,-1.966,-8.18,5
4.779,-2.015,-8.111,5
4.804,-2.028,-8.086,5
4.86,-2.03,-8.072,5
4.907,-2.019,-8.038,5
4.919,-1.982,-7.951,5
4.995,-1.918,-7.974,5
5.083,-1.85,-8.027,5
5.12,-1.813,-8.039,5
5.117,-1.831,-8.083,5
5.098,-1.878,-8.136,5
5.135,-1.89,-8.099,6
5.127,-2.045,-8.095,5
5.081,-2.325,-8.118,5
5.041,-2.414,-8.109,5
4.981,-2.472,-8.085,5
4.895,-2.522,-8.048,5
4.83,-2.517,-8.033,5
4.716,-2.505,-8.029,5
4.493,-2.492,-8.041,5
4.415,-2.47,-8.034,5
4.353,-2.44,-8.041,5
4.205,-2.391,-8.115,5
4.156,-2.35,-8.156,5
4.159,-2.308,-8.193,5
4.184,-2.234,-8.316,5
4.202,-2.181,-8.376,5
4.214,-2.144,-8.39,5
4.251,-2.094,-8.477,5
4.283,-2.062,-8.523,5
4.307,-2.05,-8.523,5
4.298,-1.992,-8.5,5
4.281,-1.953,-8.489,5
4.257,-1.953,-8.501,5
4.225,-2.076,-8.476,5
4.236,-2.189,-8.427,5
4.248,-2.214,-8.427,5
4.296,-2.265,-8.374,5
4.344,-2.315,-8.308,5
4.319,-2.303,-8.283,5
4.302,-2.261,-8.244,6
4.29,-2.201,-8.198,5
4.29,-2.176,-8.21,5
4.303,-2.151,-8.229,5
4.328,-2.127,-8.253,5
4.352,-2.114,-8.243,5
4.392,-2.067,-8.24,5
4.453,-1.968,-8.253,5
4.452,-1.932,-8.275,5
4.447,-1.893,-8.296,5
4.46,-1.819,-8.309,5
4.49,-1.8,-8.312,5
4.547,-1.807,-8.317,5
4.682,-1.844,-8.341,5
4.731,-1.865,-8.319,5
4.731,-1.879,-8.268,5
4.75,-1.915,-8.207,5
4.756,-1.947,-8.165,5
4.731,-1.972,-8.14,5
4.633,-1.985,-8.14,5
4.567,-1.986,-8.145,5
4.542,-1.974,-8.157,5
4.485,-2.016,-8.148,5
4.44,-2.057,-8.156,5
4.427,-2.082,-8.205,5
4.415,-2.136,-8.322,5
4.411,-2.183,-8.433,5
4.436,-2.183,-8.457,5
4.351,-2.141,-8.482,6
4.224,-2.084,-8.503,5
4.149,-2.059,-8.503,5
4.068,-1.992,-8.461,5
3.982,-1.896,-8.388,5
3.921,-1.896,-8.376,5
3.853,-1.896,-8.387,5
3.779,-1.896,-8.424,5
3.773,-1.907,-8.415,5
3.783,-1.96,-8.44,5
3.823,-1.987,-8.494,5
3.861,-2.012,-8.493,5
3.911,-2.04,-8.474,5
3.998,-2.077,-8.437,5
4.058,-2.105,-8.409,5
4.115,-2.136,-8.374,5
4.214,-2.197,-8.288,5
4.26,-2.244,-8.27,5
4.272,-2.281,-8.291,5
4.284,-2.318,-8.253,5
4.253,-2.355,-8.229,5
4.179,-2.392,-8.217,5
4.187,-2.323,-8.216,5
4.2,-2.289,-8.211,5
4.212,-2.313,-8.199,5
4.256,-2.391,-8.155,5
4.283,-2.455,-8.113,5
4.258,-2.467,-8.088,5
4.271,-2.433,-8.082,6
4.3,-2.381,-8.085,5
4.35,-2.32,-8.097,5
4.447,-2.298,-8.133,5
4.549,-2.31,-8.183,5
4.45,-2.433,-8.232,5
4.594,-2.543,-8.241,5
4.94,-2.642,-8.216,5
5.015,-2.618,-8.216,5
5.051,-2.593,-8.172,5
5.039,-2.569,-8.074,5
5.026,-2.577,-7.986,5
4.997,-2.581,-7.87,5
4.936,-2.569,-7.697,5
4.932,-2.547,-7.67,5
4.947,-2.496,-7.706,5
4.972,-2.36,-7.817,5
5.005,-2.266,-7.895,5
5.054,-2.199,-7.946,5
5.177,-2.174,-7.934,5
5.222,-2.164,-7.943,5
5.208,-2.166,-7.967,5
5.157,-2.235,-7.976,5
5.105,-2.304,-7.985,5
5.095,-2.247,-7.916,5
5.003,-2.195,-7.933,5
4.918,-2.15,-7.957,5
4.857,-2.113,-7.982,5
4.683,-2.025,-8.088,6
4.523,-1.95,-8.191,5
4.461,-1.937,-8.241,5
4.363,-1.925,-8.352,5
4.269,-1.913,-8.465,5
4.257,-1.9,-8.465,5
4.206,-1.896,-8.48,5
4.138,-1.896,-8.503,5
4.15,-1.896,-8.503,5
4.144,-1.889,-8.491,5
4.119,-1.877,-8.466,5
4.094,-1.888,-8.453,5
4.059,-1.921,-8.441,5
4.01,-1.983,-8.429,5
3.992,-2.045,-8.416,5
3.963,-2.125,-8.411,5
3.897,-2.247,-8.422,5
3.853,-2.306,-8.402,5
3.815,-2.322,-8.372,5
3.741,-2.347,-8.384,5
3.7,-2.355,-8.413,5
3.675,-2.352,-8.449,5
3.65,-2.315,-8.473,5
3.646,-2.298,-8.491,5
3.658,-2.298,-8.503,5
3.671,-2.286,-8.553,5
3.694,-2.262,-8.569,5
3.731,-2.225,-8.544,5
3.812,-2.155,-8.453,5
3.878,-2.102,-8.38,6
3.902,-2.09,-8.355,5
4.015,-2.038,-8.291,5
4.127,-1.997,-8.235,5
4.164,-2.022,-8.235,5
4.261,-2.089,-8.227,5
4.374,-2.172,-8.216,5
4.423,-2.234,-8.216,5
4.546,-2.306,-8.188,5
4.673,-2.375,-8.159,5
4.661,-2.375,-8.159,5
4.69,-2.333,-8.123,5
4.764,-2.246,-8.049,5
4.792,-2.194,-8.055,5
4.836,-2.14,-8.082,5
4.91,-2.079,-8.131,5
4.922,-2.089,-8.16,5
4.933,-2.134,-8.168,5
4.97,-2.233,-8.13,5
4.953,-2.287,-8.111,5
4.918,-2.324,-8.093,5
4.893,-2.361,-8.043,5
4.861,-2.351,-8.017,5
4.823,-2.313,-8.005,5
4.774,-2.264,-8.005,5
4.75,-2.228,-8.005,5
4.75,-2.203,-8.005,5
4.738,-2.142,-8.041,5
4.726,-2.112,-8.053,6
4.713,-2.124,-8.028,5
4.743,-2.087,-8.071,5
4.708,-2.091,-8.025,5
4.696,-2.103,-8.025,5
4.683,-2.106,-8.091,5
4.671,-2.106,-8.164,5
4.658,-2.106,-8.189,5
4.646,-2.115,-8.205,5
4.635,-2.128,-8.219,5
4.635,-2.153,-8.244,5
4.621,-2.164,-8.241,5
4.597,-2.164,-8.216,5
4.597,-2.164,-8.216,5
4.591,-2.169,-8.211,5
4.579,-2.182,-8.198,5
4.555,-2.161,-8.164,5
4.552,-2.11,-8.135,5
4.589,-2.011,-8.123,5
4.587,-1.952,-8.111,5
4.587,-1.909,-8.104,5
4.624,-1.884,-8.117,5
4.661,-1.885,-8.129,5
4.693,-1.896,-8.18,5
4.693,-1.909,-8.184,5
4.744,-1.922,-8.2,5
4.826,-1.937,-8.235,5
4.801,-1.998,-8.235,5
4.782,-2.048,-8.235,6
4.77,-2.085,-8.235,5
4.734,-2.18,-8.235,5
4.717,-2.24,-8.231,5
4.729,-2.24,-8.218,5
4.679,-2.24,-8.206,5
4.625,-2.233,-8.186,5
4.588,-2.209,-8.149,5
4.569,-2.202,-8.185,5
4.554,-2.202,-8.235,5
4.529,-2.202,-8.235,5
4.52,-2.171,-8.266,5
4.519,-2.127,-8.314,5
4.507,-2.139,-8.339,5
4.469,-2.203,-8.344,5
4.407,-2.314,-8.331,5
4.381,-2.317,-8.331,5
4.309,-2.291,-8.336,5
4.174,-2.229,-8.349,5
4.167,-2.232,-8.339,5
4.187,-2.272,-8.319,5
4.224,-2.371,-8.282,5
4.252,-2.422,-8.255,5
4.295,-2.459,-8.238,5
4.407,-2.496,-8.25,5
4.444,-2.467,-8.263,5
4.462,-2.414,-8.271,5
4.623,-2.427,-8.246,5
4.72,-2.404,-8.235,6
4.77,-2.355,-8.235,5
4.832,-2.318,-8.185,5
4.876,-2.292,-8.13,5
4.901,-2.28,-8.069,5
4.971,-2.234,-7.951,5
5.023,-2.207,-7.863,5
5.035,-2.219,-7.838,5
5.037,-2.221,-7.887,5
5.037,-2.221,-7.953,5
5.013,-2.221,-8.01,5
4.956,-2.178,-8.016,5
4.901,-2.12,-8.005,5
4.889,-2.083,-8.005,5
4.803,-2.053,-7.991,5
4.673,-2.03,-7.965,5
4.673,-2.043,-7.928,5
4.655,-2.043,-7.922,5
4.618,-2.03,-7.947,5
4.628,-2.053,-7.995,5
4.635,-2.068,-8.073,5
4.635,-2.068,-8.197,5
4.646,-2.078,-8.237,5
4.644,-2.084,-8.272,5
4.606,-2.071,-8.334,5
4.579,-2.068,-8.341,5
4.552,-2.063,-8.331,5
4.515,-2.039,-8.331,5
4.478,-2.014,-8.315,5
4.441,-1.99,-8.292,6
4.409,-1.968,-8.281,5
4.39,-1.966,-8.261,5
4.405,-2.01,-8.217,5
4.43,-1.962,-8.204,5
4.444,-1.939,-8.192,5
4.444,-1.952,-8.179,5
4.433,-2.007,-8.2,5
4.424,-2.053,-8.224,5
4.424,-2.065,-8.249,5
4.405,-2.078,-8.235,5
4.378,-2.09,-8.227,5
4.341,-2.102,-8.277,5
4.279,-2.115,-8.276,5
4.214,-2.123,-8.259,5
4.214,-2.098,-8.296,5
4.2,-2.066,-8.312,5
4.175,-2.03,-8.312,5
4.175,-2.03,-8.337,5
4.158,-2.024,-8.362,5
4.121,-2.012,-8.386,5
4.129,-1.999,-8.389,5
4.132,-1.986,-8.383,5
4.108,-1.977,-8.374,5
4.1,-1.991,-8.399,5
4.115,-1.985,-8.398,5
4.102,-1.96,-8.361,5
4.108,-1.971,-8.376,5
4.122,-1.991,-8.408,6
4.147,-1.991,-8.408,5
4.156,-1.999,-8.363,5
4.16,-2.012,-8.293,5
4.221,-2.037,-8.306,5
4.246,-2.061,-8.306,5
4.234,-2.086,-8.293,5
4.256,-2.064,-8.305,5
4.281,-2.059,-8.302,5
4.306,-2.083,-8.277,5
4.341,-2.098,-8.284,5
4.385,-2.114,-8.293,5
4.447,-2.138,-8.293,5
4.481,-2.154,-8.274,5
4.508,-2.161,-8.252,5
4.545,-2.149,-8.24,5
4.559,-2.129,-8.22,5
4.561,-2.147,-8.233,5
4.585,-2.172,-8.208,5
4.597,-2.216,-8.19,5
4.597,-2.278,-8.178,5
4.609,-2.291,-8.19,5
4.627,-2.309,-8.202,5
4.651,-2.333,-8.215,5
4.654,-2.391,-8.227,5
4.65,-2.424,-8.219,5
4.638,-2.399,-8.169,5
4.626,-2.423,-8.149,5
4.61,-2.443,-8.137,6
4.586,-2.406,-8.124,5
4.586,-2.377,-8.12,5
4.589,-2.346,-8.119,5
4.527,-2.272,-8.106,5
4.494,-2.233,-8.101,5
4.481,-2.22,-8.104,5
4.431,-2.158,-8.215,5
4.405,-2.108,-8.279,5
4.405,-2.071,-8.292,5
4.434,-2.02,-8.322,5
4.434,-1.982,-8.331,5
4.41,-1.958,-8.331,5
4.446,-1.933,-8.301,5
4.479,-1.912,-8.267,5
4.466,-1.899,-8.242,5
4.427,-1.896,-8.235,5
4.384,-1.896,-8.235,5
4.372,-1.896,-8.235,5
4.337,-1.858,-8.296,5
4.289,-1.801,-8.39,5
4.264,-1.813,-8.415,5
4.271,-1.832,-8.452,5
4.308,-1.856,-8.501,5
4.298,-1.869,-8.503,5
4.275,-1.902,-8.478,5
4.238,-1.963,-8.417,5
4.233,-1.983,-8.418,5
4.24,-2.025,-8.401,6
4.265,-2.136,-8.314,5
4.262,-2.173,-8.311,5
4.259,-2.198,-8.311,5
4.297,-2.272,-8.213,5
4.302,-2.306,-8.162,5
4.289,-2.315,-8.138,5
4.277,-2.29,-8.126,5
4.285,-2.279,-8.114,5
4.309,-2.279,-8.101,5
4.31,-2.316,-8.138,5
4.293,-2.331,-8.164,5
4.256,-2.318,-8.176,5
4.241,-2.328,-8.189,5
4.237,-2.34,-8.222,5
4.249,-2.353,-8.296,5
4.252,-2.336,-8.341,5
4.252,-2.305,-8.378,5
4.252,-2.256,-8.415,5
4.244,-2.24,-8.427,5
4.23,-2.24,-8.42,5
4.205,-2.24,-8.371,5
4.202,-2.226,-8.336,5
4.215,-2.199,-8.31,5
4.258,-2.115,-8.254,5
4.301,-2.07,-8.249,5
4.363,-2.032,-8.236,5
4.378,-2.018,-8.247,5
4.414,-1.997,-8.241,5
4.488,-1.96,-8.204,6
4.542,-1.953,-8.217,5
4.595,-1.95,-8.225,5
4.656,-1.937,-8.188,5
4.673,-1.943,-8.169,5
4.68,-1.962,-8.159,5
4.717,-2.011,-8.159,5
4.746,-2.022,-8.143,5
4.77,-2.015,-8.122,5
4.782,-2.076,-8.147,5
4.788,-2.119,-8.178,5
4.788,-2.144,-8.215,5
4.812,-2.252,-8.228,5
4.837,-2.307,-8.19,5
4.862,-2.282,-8.078,5
4.759,-2.235,-8.257,5
4.637,-2.184,-8.482,5
4.62,-2.245,-8.454,5
4.588,-2.241,-8.231,5
4.559,-2.229,-8.028,5
4.559,-2.266,-8.139,5
4.381,-2.303,-8.105,5
4.126,-2.343,-8.019,5
4.015,-2.404,-8.155,5
4.121,-2.391,-8.155,5
4.405,-2.317,-8.044,5
4.529,-2.206,-8.118,5
4.602,-2.073,-8.225,5
4.615,-1.912,-8.373,6
4.627,-1.907,-8.4,5
4.618,-1.975,-8.369,5
4.569,-2.147,-8.258,5
4.588,-2.212,-8.186,5
4.628,-2.285,-8.122,5
4.677,-2.471,-8.048,5
4.71,-2.579,-7.99,5
4.748,-2.649,-7.956,5
4.874,-2.69,-8.012,5
4.846,-2.645,-8.054,5
4.841,-2.582,-8.104,5
4.718,-2.483,-8.178,5
4.612,-2.39,-8.234,5
4.526,-2.304,-8.271,5
4.451,-2.194,-8.251,5
4.401,-2.097,-8.231,5
4.388,-2.023,-8.218,5
4.376,-1.98,-8.196,5
4.381,-1.95,-8.174,5
4.43,-1.937,-8.162,5
4.453,-1.925,-8.159,5
4.478,-1.919,-8.165,5
4.564,-1.944,-8.202,5
4.658,-1.992,-8.178,5
4.753,-2.05,-8.123,5
4.79,-2.062,-8.16,5
4.788,-2.075,-8.184,5
4.751,-2.087,-8.197,6
4.702,-2.087,-8.209,5
4.636,-2.106,-8.188,5
4.535,-2.141,-8.205,5
4.51,-2.134,-8.205,5
4.497,-2.126,-8.209,5
4.485,-2.126,-8.246,5
4.454,-2.107,-8.264,5
4.417,-2.087,-8.276,5
4.38,-2.087,-8.289,5
4.326,-2.079,-8.301,5
4.264,-2.065,-8.316,5
4.203,-2.041,-8.353,5
4.175,-2.023,-8.369,5
4.175,-2.011,-8.369,5
4.151,-2.048,-8.369,5
4.143,-2.068,-8.358,5
4.155,-2.068,-8.333,5
4.201,-2.079,-8.331,5
4.246,-2.092,-8.331,5
4.283,-2.104,-8.331,5
4.271,-2.106,-8.321,5
4.258,-2.113,-8.309,5
4.283,-2.137,-8.297,5
4.32,-2.134,-8.271,5
4.341,-2.105,-8.308,5
4.291,-2.092,-8.284,5
4.279,-2.08,-8.303,5
4.29,-2.07,-8.349,5
4.29,-2.107,-8.324,6
4.272,-2.113,-8.3,5
4.235,-2.089,-8.275,5
4.279,-2.122,-8.25,5
4.324,-2.135,-8.226,5
4.361,-2.11,-8.201,5
4.388,-2.137,-8.176,5
4.426,-2.157,-8.159,5
4.5,-2.132,-8.159,5
4.538,-2.126,-8.159,5
4.563,-2.13,-8.163,5
4.588,-2.155,-8.188,5
4.612,-2.164,-8.189,5
4.636,-2.167,-8.177,5
4.648,-2.204,-8.165,5
4.654,-2.228,-8.159,5
4.654,-2.24,-8.159,5
4.642,-2.24,-8.171,5
4.635,-2.246,-8.157,5
4.635,-2.258,-8.108,5
4.603,-2.249,-8.112,5
4.574,-2.24,-8.12,5
4.561,-2.24,-8.12,5
4.578,-2.231,-8.149,5
4.6,-2.219,-8.178,5
4.612,-2.206,-8.178,5
4.624,-2.219,-8.194,5
4.635,-2.238,-8.213,5
4.635,-2.213,-8.189,6
4.642,-2.181,-8.192,5
4.654,-2.145,-8.216,5
4.642,-2.157,-8.216,5
4.635,-2.175,-8.216,5
4.635,-2.2,-8.216,5
4.635,-2.191,-8.194,5
4.631,-2.17,-8.182,5
4.618,-2.133,-8.195,5
4.565,-2.109,-8.18,5
4.523,-2.116,-8.181,5
4.536,-2.079,-8.193,5
4.522,-2.085,-8.197,5
4.499,-2.11,-8.199,5
4.487,-2.135,-8.211,5
4.489,-2.13,-8.231,5
4.5,-2.107,-8.253,5
4.488,-2.119,-8.229,5
4.476,-2.126,-8.222,5
4.463,-2.126,-8.235,5
4.451,-2.091,-8.235,5
4.439,-2.058,-8.235,5
4.426,-2.034,-8.235,5
4.445,-2.051,-8.256,5
4.459,-2.072,-8.274,5
4.447,-2.084,-8.274,5
4.462,-2.069,-8.274,5
4.477,-2.051,-8.269,5
4.453,-2.064,-8.244,6
4.45,-2.049,-8.242,5
4.46,-2.02,-8.251,5
4.44,-1.999,-8.254,5
4.418,-1.978,-8.261,5
4.406,-1.954,-8.273,5
4.405,-1.953,-8.249,5
4.416,-1.943,-8.246,5
4.441,-1.918,-8.271,5
4.465,-1.915,-8.252,5
4.498,-1.915,-8.235,5
4.547,-1.915,-8.235,5
4.549,-1.924,-8.245,5
4.553,-1.942,-8.246,5
4.615,-1.979,-8.209,5
4.602,-2.008,-8.189,5
4.557,-2.034,-8.179,5
4.545,-2.071,-8.192,5
4.546,-2.115,-8.19,5
4.557,-2.165,-8.178,5
4.496,-2.252,-8.165,5
4.463,-2.304,-8.164,5
4.463,-2.316,-8.177,5
4.403,-2.353,-8.25,5
4.358,-2.394,-8.221,5
4.333,-2.394,-8.233,5
4.299,-2.404,-8.245,5
4.271,-2.41,-8.254,5
4.271,-2.397,-8.254,5
4.271,-2.367,-8.272,6
4.269,-2.332,-8.297,5
4.257,-2.308,-8.321,5
4.237,-2.253,-8.324,5
4.214,-2.182,-8.311,5
4.214,-2.17,-8.299,5
4.208,-2.158,-8.305,5
4.195,-2.145,-8.33,5
4.206,-2.121,-8.331,5
4.224,-2.092,-8.326,5
4.248,-2.055,-8.314,5
4.273,-2.038,-8.312,5
4.29,-2.026,-8.305,5
4.29,-2.014,-8.28,5
4.327,-1.983,-8.264,5
4.375,-1.953,-8.254,5
4.413,-1.953,-8.262,5
4.424,-1.961,-8.266,5
4.429,-1.971,-8.257,5
4.478,-1.959,-8.281,5
4.508,-1.96,-8.306,5
4.52,-1.972,-8.331,5
4.532,-1.972,-8.27,5
4.534,-1.972,-8.241,5
4.522,-1.972,-8.253,5
4.531,-2.005,-8.211,5
4.539,-2.038,-8.174,5
4.539,-2.063,-8.161,5
4.539,-2.087,-8.149,6
4.542,-2.109,-8.145,5
4.555,-2.122,-8.17,5
4.559,-2.126,-8.195,5
4.56,-2.13,-8.215,5
4.572,-2.167,-8.202,5
4.556,-2.183,-8.204,5
4.521,-2.183,-8.216,5
4.546,-2.183,-8.204,5
4.52,-2.201,-8.216,5
4.502,-2.149,-8.198,5
4.49,-2.167,-8.208,5
4.477,-2.169,-8.234,5
4.465,-2.132,-8.284,5
4.463,-2.115,-8.283,5
4.459,-2.113,-8.277,5
4.447,-2.138,-8.289,5
4.435,-2.154,-8.319,5
4.416,-2.158,-8.338,5
4.367,-2.121,-8.264,5
4.303,-2.069,-8.22,5
4.252,-2.031,-8.202,5
4.56,-2.364,-8.289,5
4.68,-2.565,-8.306,5
4.619,-2.64,-8.257,5
4.521,-2.241,-8.29,5
4.453,-1.991,-8.317,5
4.428,-1.991,-8.329,5
4.446,-2.065,-8.31,6
4.455,-2.126,-8.293,5
4.431,-2.126,-8.293,5
4.36,-2.126,-8.256,5
4.295,-2.118,-8.216,5
4.32,-2.081,-8.216,5
4.321,-2.02,-8.248,5
4.311,-1.953,-8.296,5
4.323,-1.953,-8.333,5
4.329,-1.94,-8.343,5
4.329,-1.915,-8.331,5
4.316,-1.952,-8.307,5
4.315,-1.961,-8.282,5
4.327,-1.937,-8.257,5
4.34,-1.945,-8.243,5
4.352,-1.949,-8.248,5
4.364,-1.937,-8.285,5
4.386,-1.924,-8.302,5
4.399,-1.918,-8.306,5
4.375,-1.93,-8.281,5
4.375,-1.934,-8.265,5
4.386,-1.934,-8.258,5
4.386,-1.934,-8.282,5
4.375,-1.934,-8.293,5
4.405,-1.934,-8.293,5
4.38,-1.947,-8.293,5
4.373,-1.953,-8.293,5
4.385,-1.953,-8.293,5
4.363,-1.976,-8.293,6
4.343,-1.991,-8.283,5
4.331,-1.991,-8.259,5
4.369,-2.032,-8.254,5
4.405,-2.068,-8.258,5
4.405,-2.068,-8.27,5
4.432,-2.104,-8.283,5
4.463,-2.145,-8.286,5
4.463,-2.145,-8.249,5
4.448,-2.175,-8.258,5
4.426,-2.22,-8.292,5
4.451,-2.195,-8.28,5
4.463,-2.208,-8.255,5
4.463,-2.258,-8.218,5
4.475,-2.26,-8.216,5
4.474,-2.267,-8.212,5
4.455,-2.286,-8.203,5
4.444,-2.305,-8.197,5
4.444,-2.317,-8.201,5
4.444,-2.317,-8.213,5
4.462,-2.298,-8.207,5
4.477,-2.279,-8.2,5
4.452,-2.279,-8.212,5
4.46,-2.271,-8.224,5
4.482,-2.257,-8.234,5
4.482,-2.232,-8.222,5
4.489,-2.208,-8.223,5
4.501,-2.183,-8.235,5
4.526,-2.195,-8.211,5
4.55,-2.197,-8.191,6
4.575,-2.184,-8.179,5
4.589,-2.15,-8.178,5
4.605,-2.121,-8.186,5
4.63,-2.109,-8.211,5
4.645,-2.126,-8.236,5
4.654,-2.142,-8.242,5
4.654,-2.129,-8.193,5
4.646,-2.1,-8.186,5
4.637,-2.082,-8.162,5
4.649,-2.045,-8.187,5
4.625,-2.023,-8.19,5
4.576,-2.011,-8.177,5
4.539,-2.011,-8.165,5
4.526,-2.011,-8.177,5
4.539,-2.011,-8.214,5
4.516,-1.976,-8.216,5
4.496,-1.948,-8.207,5
4.484,-1.936,-8.182,5
4.492,-1.924,-8.229,5
4.494,-1.918,-8.27,5
4.47,-1.931,-8.258,5
4.454,-1.925,-8.245,5
4.444,-1.917,-8.237,5
4.444,-1.929,-8.25,5
4.444,-1.934,-8.27,5
4.442,-1.936,-8.291,5
4.417,-1.961,-8.266,5
4.399,-1.985,-8.261,6
4.387,-2.01,-8.273,5
4.368,-2.029,-8.292,5
4.386,-2.045,-8.307,5
4.386,-2.082,-8.294,5
4.343,-2.066,-8.293,5
4.31,-2.049,-8.293,5
4.31,-2.049,-8.293,5
4.319,-2.068,-8.312,5
4.329,-2.095,-8.331,5
4.329,-2.132,-8.331,5
4.321,-2.137,-8.339,5
4.308,-2.123,-8.352,5
4.296,-2.098,-8.364,5
4.29,-2.101,-8.335,5
4.29,-2.126,-8.274,5
4.253,-2.163,-8.261,5
4.239,-2.228,-8.271,5
4.251,-2.327,-8.308,5
4.274,-2.281,-8.334,5
4.295,-2.206,-8.324,5
4.307,-2.107,-8.25,5
4.3,-2.048,-8.235,5
4.29,-2.011,-8.244,5
4.317,-2.024,-8.268,5
4.346,-2.056,-8.282,5
4.381,-2.094,-8.291,5
4.48,-2.144,-8.279,5
4.535,-2.179,-8.266,6
4.561,-2.197,-8.254,5
4.61,-2.086,-8.254,5
4.611,-2.006,-8.254,5
4.562,-1.956,-8.254,5
4.524,-2.023,-8.196,5
4.511,-2.087,-8.159,5
4.535,-2.137,-8.159,5
4.56,-2.155,-8.179,5
4.588,-2.164,-8.193,5
4.625,-2.164,-8.181,5
4.599,-2.155,-8.196,5
4.556,-2.14,-8.216,5
4.544,-2.116,-8.216,5
4.508,-2.122,-8.232,5
4.465,-2.152,-8.254,5
4.489,-2.238,-8.254,5
4.412,-2.19,-8.223,5
4.387,-2.127,-8.198,5
