x,y,z,delta de t
-2.086,-12.52,1.957,5
-1.617,-13.088,1.5,5
-1.56,-13.311,1.168,5
-1.727,-13.424,0.783,5
-2.258,-13.498,0.092,5
-2.581,-13.414,-0.299,5
-2.844,-13.167,-0.54,5
-3.399,-12.29,-0.738,5
-3.694,-11.808,-0.816,5
-3.787,-11.616,-0.805,5
-3.565,-11.06,-0.879,5
-3.354,-10.712,-0.976,5
-3.157,-10.601,-1.1,5
-2.553,-10.239,-1.092,5
-1.911,-9.854,-1.072,5
-1.429,-9.604,-0.799,5
-1.079,-9.076,-0.826,5
-0.797,-8.567,-0.935,5
-0.624,-8.295,-1.071,5
-0.434,-7.691,-1.25,6
-0.273,-7.05,-1.419,5
-0.31,-6.939,-1.431,5
-0.459,-6.827,-1.466,5
-0.671,-6.726,-1.512,5
-0.708,-6.801,-1.512,5
-0.745,-6.962,-1.394,5
-0.783,-7.208,-1.16,5
-0.773,-7.385,-1.09,5
-0.676,-7.582,-1.008,5
-0.454,-7.817,-0.897,5
-0.441,-7.873,-0.828,5
-0.404,-7.858,-0.733,5
-0.219,-7.747,-0.56,5
-0.19,-7.645,-0.507,5
-0.251,-7.45,-0.492,5
-0.467,-6.859,-0.465,5
-0.603,-6.191,-0.446,5
-0.741,-5.86,-0.399,5
-0.902,-5.427,-0.375,5
-1.056,-5.015,-0.376,5
-1.204,-4.62,-0.401,5
-1.206,-4.372,-0.34,5
-1.26,-4.227,-0.3,5
-1.383,-4.215,-0.288,5
-1.528,-4.268,-0.363,5
-1.697,-4.346,-0.449,5
-1.907,-4.457,-0.536,5
-2.059,-4.539,-0.555,6
-2.186,-4.639,-0.589,5
-2.285,-4.824,-0.737,5
-2.275,-4.959,-0.868,5
-2.218,-5.075,-1.004,5
-2.193,-5.223,-1.227,5
-2.069,-5.357,-1.427,5
-1.872,-5.481,-1.614,5
-1.686,-5.629,-1.861,5
-1.51,-5.905,-2.189,5
-1.419,-6.342,-2.492,5
-1.36,-6.526,-2.668,5
-1.266,-6.846,-2.982,5
-1.118,-7.438,-3.537,5
-0.919,-7.718,-3.82,5
-0.722,-8.003,-4.171,5
-0.562,-8.497,-4.875,5
-0.543,-8.744,-5.199,5
-0.588,-8.969,-5.503,5
-0.674,-9.586,-6.478,5
-0.791,-9.946,-7.083,5
-0.921,-10.189,-7.489,5
-0.971,-11.14,-8.452,5
-0.982,-11.745,-9.082,5
-0.958,-12.016,-9.391,5
-0.874,-12.619,-10.113,5
-0.762,-13.061,-10.633,5
-0.614,-13.246,-10.831,5
-0.54,-13.336,-10.965,6
-0.478,-13.377,-10.995,5
-0.417,-13.34,-10.81,5
-0.475,-13.144,-10.268,5
-0.562,-12.999,-9.801,5
-0.599,-12.876,-9.394,5
-0.388,-12.392,-8.626,5
-0.067,-11.736,-7.731,5
0.018,-11.291,-7.472,5
0.078,-10.066,-6.903,5
0.115,-8.189,-6.076,5
0.017,-7.466,-5.887,5
-0.163,-6.308,-5.45,5
-0.447,-4.592,-4.697,5
-0.709,-4.262,-4.329,5
-1.152,-4.759,-3.975,5
-1.955,-6.537,-3.555,5
-2.154,-7.585,-3.534,5
-2.372,-8.913,-3.53,5
-3.175,-11.777,-3.234,5
-3.597,-13.381,-2.971,5
-3.816,-14.707,-2.754,5
-3.853,-17.991,-2.729,5
-3.739,-20.01,-2.949,5
-3.482,-21.146,-3.419,5
-2.124,-23.085,-6.296,5
-0.766,-22.741,-7.694,5
0.591,-19.914,-7.484,5
1.319,-15.645,-5.615,5
1.2,-11.16,-2.868,6
-0.243,-6.506,1.119,5
-1.504,-2.167,5.096,5
-2.787,2.015,8.377,5
-4.232,5.966,9.809,5
-7.136,8.643,9.648,5
-10.278,10.478,8.541,5
-11.821,10.602,5.825,5
-13.349,10.138,1.964,5
-14.643,9.101,-2.371,5
-12.791,5.125,-3.47,5
-9.394,0.324,-3.436,5
-4.542,-5.255,-2.338,5
-0.761,-11.621,-1.881,5
2.912,-17.847,-1.592,5
6.492,-23.835,-1.505,5
12.288,-29.291,1.812,5
12.763,-29.109,2.854,5
10.306,-25.752,2.422,5
8.841,-22.861,2.13,5
6.937,-19.195,1.598,5
2.123,-11.96,-0.03,5
-0.751,-8.403,-1.256,5
-2.715,-6.642,-2.188,5
-5.653,-3.63,-2.422,5
-7.284,-2.061,-2.269,5
-7.852,-1.666,-1.8,5
-7.827,-2.283,-0.701,5
-7.476,-2.967,-0.018,6
-6.723,-3.732,0.154,5
-4.331,-6.491,0.194,5
-2.463,-8.779,0.232,5
-1.945,-9.742,0.293,5
-1.181,-11.45,0.483,5
-0.525,-12.956,0.639,5
-0.401,-13.227,0.59,5
-0.007,-13.412,0.581,5
0.508,-13.558,0.591,5
0.615,-13.282,0.581,5
0.434,-12.622,0.509,5
0.166,-11.819,0.402,5
-0.019,-11.35,0.415,5
-0.533,-10.486,0.439,5
-1.397,-9.202,0.476,5
-1.581,-8.875,0.525,5
-1.75,-8.663,0.56,5
-1.972,-8.527,0.572,5
-1.99,-8.586,0.513,5
-1.875,-8.808,0.401,5
-1.53,-9.352,0.191,5
-1.346,-9.572,0.143,5
-1.209,-9.677,0.151,5
-1.012,-9.813,0.138,5
-0.914,-9.856,0.103,5
-0.889,-9.828,0.058,5
-1.013,-9.606,0.07,5
-1.162,-9.435,0.063,6
-1.335,-9.312,0.039,5
-1.416,-9.219,0.025,5
-1.533,-9.209,0.056,5
-1.582,-9.246,0.006,5
-1.61,-9.283,-0.074,5
-1.58,-9.335,-0.129,5
-1.432,-9.422,-0.117,5
-1.397,-9.452,0.007,5
-1.392,-9.456,0.152,5
-1.367,-9.431,0.239,5
-1.383,-9.325,0.276,5
-1.431,-9.18,0.275,5
-1.567,-9.056,0.164,5
-1.6,-9.022,0.108,5
-1.55,-9.059,0.097,5
-1.426,-8.972,0.394,5
-1.409,-8.953,0.555,5
-1.521,-9.015,0.555,5
-1.609,-9.054,0.221,5
-1.613,-9.091,-0.101,5
-1.465,-9.128,-0.335,5
-1.189,-9.244,-0.214,5
-0.811,-9.427,0.028,5
-0.363,-9.73,0.096,5
-0.29,-9.789,-0.325,5
-0.243,-9.752,-0.716,5
-0.206,-9.641,-1.296,5
-0.139,-9.639,-1.436,6
-0.062,-9.72,-1.268,5
-0.185,-9.955,-0.935,5
-0.29,-10.117,-0.753,5
-0.377,-10.203,-0.729,5
-0.695,-10.278,-0.692,5
-0.909,-10.333,-0.65,5
-0.934,-10.358,-0.601,5
-0.865,-10.486,-0.593,5
-0.779,-10.584,-0.582,5
-0.692,-10.56,-0.545,5
-0.543,-10.644,-0.418,5
-0.41,-10.747,-0.273,5
-0.46,-10.759,-0.199,5
-0.665,-10.787,-0.203,5
-0.947,-10.825,-0.26,5
-1.071,-10.875,-0.408,5
-1.289,-11,-0.665,5
-1.357,-11.069,-0.819,5
-1.335,-11.143,-0.991,5
-1.216,-11.337,-1.243,5
-0.969,-11.695,-1.601,5
-0.808,-11.848,-1.711,5
-0.573,-11.992,-1.861,5
-0.153,-12.177,-2.169,5
0.057,-12.258,-2.316,5
0.242,-12.328,-2.404,5
0.563,-12.477,-2.454,5
0.712,-12.534,-2.47,6
0.765,-12.584,-2.476,5
0.752,-12.917,-2.525,5
0.691,-13.153,-2.547,5
0.588,-13.312,-2.541,5
0.094,-13.349,-2.109,5
-0.314,-13.289,-1.842,5
-0.622,-13.116,-1.768,5
-1.391,-12.36,-1.874,5
-2.034,-11.722,-1.997,5
-2.367,-11.401,-2.121,5
-3.347,-10.712,-2.095,5
-4.42,-10.037,-1.995,5
-5.309,-9.667,-1.785,5
-6.441,-9.462,-1.671,5
-7.546,-9.371,-1.593,5
-7.929,-9.531,-1.494,5
-7.904,-10.07,-1.581,5
-7.577,-10.862,-1.761,5
-6.638,-11.701,-1.366,5
-5.479,-12.461,-0.824,5
-4.097,-13.14,-0.133,5
-3.589,-13.247,0.242,5
-2.909,-13.302,0.63,5
-1.884,-13.327,1.062,5
-1.39,-13.424,1.099,5
-1.239,-13.51,0.936,5
-1.684,-13.535,0.467,5
-2.137,-13.477,-0.138,5
-2.573,-13.361,-0.728,6
-2.919,-13.114,-1.036,5
-3.184,-12.591,-0.805,5
-3.117,-12.075,-0.514,5
-2.846,-11.73,-0.49,5
-2.581,-11.476,-0.531,5
-2.321,-11.303,-0.63,5
-1.638,-10.985,-1.152,5
-1.164,-10.749,-1.466,5
-0.979,-10.626,-1.49,5
-0.62,-10.09,-1.515,5
-0.395,-9.635,-1.527,5
-0.494,-9.462,-1.515,5
-0.612,-8.944,-1.465,5
-0.738,-8.424,-1.408,5
-0.874,-8.239,-1.371,5
-1.184,-7.854,-1.276,5
-1.537,-7.419,-1.163,5
-1.587,-7.32,-1.126,5
-1.706,-7.236,-0.892,5
-1.875,-7.164,-0.515,5
-1.826,-7.201,-0.441,5
-1.715,-7.274,-0.384,5
-1.533,-7.389,-0.345,5
-1.427,-7.458,-0.292,5
-1.34,-7.528,-0.208,5
-1.13,-7.688,-0.097,5
-1.051,-7.769,-0.026,5
-1.04,-7.763,0.025,6
-1.139,-7.565,0.05,5
-1.255,-7.394,0.013,5
-1.398,-7.196,-0.053,5
-1.645,-6.801,-0.152,5
-1.877,-6.541,-0.236,5
-2.1,-6.345,-0.303,5
-2.334,-5.74,-0.254,5
-2.476,-5.352,-0.217,5
-2.525,-5.179,-0.192,5
-2.75,-4.807,-0.343,5
-2.842,-4.557,-0.46,5
-2.718,-4.508,-0.509,5
-2.658,-4.343,-0.516,5
-2.616,-4.21,-0.531,5
-2.591,-4.197,-0.58,5
-2.508,-4.3,-0.68,5
-2.451,-4.616,-0.871,5
-2.451,-4.714,-1.019,5
-2.395,-4.924,-1.199,5
-2.31,-5.189,-1.404,5
-2.236,-5.386,-1.688,5
-2.135,-5.604,-1.965,5
-2.012,-5.839,-2.237,5
-1.864,-6.024,-2.594,5
-1.71,-6.22,-2.973,5
-1.55,-6.43,-3.381,5
-1.269,-6.64,-3.865,5
-1.035,-6.833,-4.272,6
-0.923,-6.994,-4.507,5
-0.861,-7.251,-4.886,5
-0.8,-7.538,-5.289,5
-0.701,-7.834,-5.634,5
-0.669,-8.122,-6.106,5
-0.679,-8.426,-6.654,5
-0.753,-8.871,-7.32,5
-0.926,-9.379,-7.973,5
-1.185,-9.943,-8.613,5
-1.923,-10.854,-9.15,5
-2.279,-11.274,-9.36,5
-2.403,-11.423,-9.472,5
-2.492,-11.719,-9.56,5
-2.551,-11.945,-9.578,5
-2.563,-12.031,-9.479,5
-2.535,-12.088,-9.188,5
-2.515,-12.13,-8.862,5
-2.539,-12.155,-8.553,5
-2.476,-12.056,-7.538,5
-2.407,-11.922,-6.406,5
-2.494,-11.86,-6.109,5
-2.746,-11.632,-6.077,5
-3.086,-11.304,-6.218,5
-3.135,-11.057,-6.428,5
-3.65,-10.691,-6.449,5
-4.612,-10.21,-6.288,5
-5.398,-10.65,-6.14,5
-5.69,-11.277,-5.811,6
-5.27,-12.117,-5.219,5
-5.23,-12.629,-4.837,5
-5.171,-13.225,-4.382,5
-5.265,-13.679,-4.137,5
-5.666,-13.938,-4.228,5
-5.898,-14.101,-4.512,5
-5.133,-14.027,-5.24,5
-4.304,-13.721,-5.4,5
-3.2,-13.108,-5.038,5
0.132,-10.812,-2.68,5
1.91,-9.317,-1.393,5
2.391,-8.49,-0.998,5
1.597,-4.767,2.82,5
1.095,-2.102,5.272,5
0.971,-0.793,5.976,5
2.003,1.449,7.064,5
2.899,2.914,7.827,5
3.257,2.643,7.864,5
2.487,0.504,5.936,5
1.561,-1.837,3.681,5
1.117,-3.207,2.076,5
0.926,-7.519,-0.475,5
0.896,-12.666,-3.051,5
1.156,-14.431,-2.952,5
1.788,-17.396,-1.524,5
2.66,-21.126,0.818,5
2.599,-21.755,1.904,5
2.106,-21.504,2.341,5
1.143,-20.295,2.069,6
-0.128,-17.402,1.488,5
-1.401,-14.368,0.893,5
-2.636,-11.319,0.312,5
-3.972,-9.124,0.068,5
-5.158,-7.358,-0.07,5
-5.887,-6.247,-0.12,5
-6.134,-5.75,-0.142,5
-6.133,-5.518,-0.163,5
-5.825,-5.419,-0.225,5
-5.257,-5.611,-0.157,5
-4.531,-6.011,0.007,5
-3.852,-6.839,0.402,5
-3.352,-7.78,0.733,5
-3.018,-8.829,1.005,5
-2.911,-9.891,1.003,5
-2.813,-11.158,0.853,5
-2.57,-12.555,0.45,5
-2.168,-13.1,0.234,5
-1.83,-13.407,0.126,5
-1.621,-13.407,0.163,5
-1.495,-12.771,0.153,5
-1.437,-12.026,0.162,5
-1.536,-11.643,0.298,5
-1.804,-10.8,0.409,5
-2.128,-9.81,0.486,5
-2.152,-9.662,0.375,5
-2.177,-9.405,0.101,5
-2.202,-9.059,-0.306,6
-2.078,-9.01,-0.528,5
-1.778,-8.911,-0.861,5
-1.259,-8.75,-1.33,5
-1.017,-8.711,-1.356,5
-0.739,-8.691,-1.182,5
-0.332,-8.679,-0.725,5
-0.277,-8.676,-0.504,5
-0.347,-8.69,-0.271,5
-0.516,-8.746,0.189,5
-0.691,-8.81,0.6,5
-0.933,-8.882,0.78,5
-1.452,-8.845,0.743,5
-1.774,-8.793,0.757,5
-1.975,-8.73,0.808,5
-2.592,-8.644,0.919,5
-2.988,-8.599,0.881,5
-3.149,-8.599,0.683,5
-3.344,-8.53,0.324,5
-3.409,-8.48,0.11,5
-3.261,-8.468,0.147,5
-3.01,-8.414,0.348,5
-2.797,-8.37,0.489,5
-2.736,-8.37,0.391,5
-2.845,-8.352,0.005,5
-3.017,-8.334,-0.41,5
-3.19,-8.346,-0.46,5
-3.301,-8.535,-0.016,5
-3.362,-8.818,0.672,6
-3.251,-8.929,0.697,5
-3.087,-8.983,0.63,5
-2.873,-8.983,0.479,5
-2.858,-8.722,0.55,5
-2.737,-8.6,0.79,5
-2.552,-8.464,1.259,5
-2.335,-8.436,1.621,5
-2.167,-8.509,1.811,5
-2.118,-8.768,1.663,5
-1.899,-9.008,1.571,5
-1.677,-9.251,1.521,5
-1.64,-9.522,1.558,5
-1.546,-9.786,1.668,5
-1.433,-10.021,1.807,5
-1.408,-10.058,1.869,5
-1.383,-10.067,1.82,5
-1.359,-10.054,1.682,5
-1.433,-9.919,1.064,5
-1.508,-9.794,0.503,5
-1.582,-9.683,0.009,5
-1.611,-9.694,-0.16,5
-1.579,-9.689,-0.365,5
-1.444,-9.627,-0.699,5
-1.356,-9.857,-1.038,5
-1.366,-10.248,-1.243,5
-1.316,-10.409,-1.318,5
-1.388,-10.741,-1.59,5
-1.484,-11.106,-1.899,6
-1.422,-11.217,-1.924,5
-1.412,-11.306,-2,5
-1.431,-11.377,-2.108,5
-1.32,-11.39,-2.145,5
-0.99,-11.475,-2.236,5
-0.435,-11.635,-2.384,5
-0.204,-11.726,-2.417,5
0.144,-12.009,-2.355,5
0.712,-12.601,-2.158,5
0.949,-12.895,-2.084,5
1.139,-13.228,-2.028,5
1.374,-13.808,-1.954,5
1.554,-14.044,-1.97,5
1.638,-14.202,-2.06,5
1.379,-14.573,-2.331,5
1.058,-14.78,-2.541,5
0.626,-14.897,-2.763,5
-0.385,-15.041,-3.418,5
-1.045,-15.021,-3.872,5
-1.576,-14.885,-4.242,5
-3.239,-13.738,-5.046,5
-4.328,-12.837,-5.479,5
-4.6,-12.306,-5.392,5
-5.572,-10.881,-4.67,5
-6.289,-9.714,-3.99,5
-6.252,-9.369,-3.595,5
-6.367,-8.576,-3.191,5
-6.487,-7.858,-2.797,5
-6.462,-7.883,-2.451,6
-6.034,-8.64,-1.077,5
-5.434,-9.715,0.659,5
-5.064,-10.418,1.227,5
-3.97,-11.741,1.683,5
-2.334,-13.526,2.043,5
-2.148,-13.872,1.562,5
-1.503,-14.36,1.24,5
-0.317,-15.014,1.104,5
-0.131,-15.085,0.867,5
-0.495,-15.141,0.399,5
-1.668,-15.277,-0.464,5
-2.95,-14.925,-0.661,5
-4.186,-14.381,-0.613,5
-5.211,-13.615,-0.317,5
-6.097,-12.876,-0.142,5
-6.827,-12.149,-0.058,5
-7.012,-11.433,-0.194,5
-6.627,-10.799,-0.226,5
-5.831,-10.242,-0.193,5
-4.436,-10.156,-0.243,5
-3.409,-10.106,-0.31,5
-2.755,-10.094,-0.397,5
-1.68,-9.813,-0.67,5
-0.771,-9.541,-0.75,5
-0.154,-9.307,-0.515,5
0.067,-8.885,-0.53,5
0.072,-8.453,-0.649,5
-0.273,-8.083,-0.909,6
-0.828,-7.658,-1.04,5
-1.389,-7.252,-1.065,5
-1.672,-7.048,-0.826,5
-1.866,-7.04,-0.597,5
-1.927,-7.027,-0.378,5
-1.853,-7.002,-0.329,5
-1.852,-7.03,-0.24,5
-1.913,-7.104,-0.116,5
-1.951,-7.13,-0.138,5
-1.882,-7.128,-0.11,5
-1.672,-7.091,-0.011,5
-1.559,-7.054,0.054,5
-1.436,-6.928,0.172,5
-1.264,-6.619,0.407,5
-1.234,-6.426,0.469,5
-1.272,-6.196,0.479,5
-1.395,-5.727,0.479,5
-1.444,-5.498,0.545,5
-1.512,-5.347,0.626,5
-1.981,-4.903,0.576,5
-2.232,-4.641,0.562,5
-2.321,-4.517,0.574,5
-2.571,-4.36,0.574,5
-2.82,-4.203,0.574,5
-2.922,-4.159,0.539,5
-3.088,-4.156,0.457,5
-3.198,-4.156,0.366,5
-3.198,-4.156,0.267,6
-3.318,-4.316,-0.041,5
-3.421,-4.478,-0.344,5
-3.396,-4.54,-0.492,5
-3.302,-4.698,-0.956,5
-3.196,-4.874,-1.498,5
-3.183,-4.936,-1.769,5
-3.089,-5.058,-2.37,5
-2.947,-5.217,-3.151,5
-2.923,-5.366,-3.336,5
-2.83,-5.75,-3.788,5
-2.669,-6.367,-4.504,5
-2.614,-6.679,-4.668,5
-2.451,-7.439,-4.848,5
-2.118,-8.896,-5.095,5
-1.858,-9.546,-5.164,5
-1.648,-10.298,-5.277,5
-1.526,-11.634,-5.571,5
-1.621,-12.218,-5.951,5
-1.881,-12.514,-6.456,5
-2.498,-12.749,-7.358,5
-2.846,-12.801,-7.957,5
-3.04,-12.713,-8.406,5
-3.2,-12.244,-9.024,5
-3.268,-11.908,-9.275,5
-3.255,-11.686,-9.213,5
-3.316,-10.781,-8.822,5
-3.346,-10.153,-8.508,5
-3.333,-9.893,-8.298,6
-3.113,-9.656,-7.553,5
-2.903,-9.52,-6.919,5
-2.768,-9.582,-6.647,5
-1.985,-9.837,-6.212,5
-1.21,-10.077,-5.827,5
-1.062,-10.089,-5.765,5
-0.805,-9.775,-5.611,5
-0.565,-9.329,-5.433,5
-0.8,-9.046,-5.383,5
-2.288,-8.347,-5.078,5
-3.939,-7.899,-4.754,5
-4.482,-8.257,-4.952,5
-4.733,-9.427,-4.968,5
-4.659,-11.501,-4.783,5
-4.585,-12.278,-4.405,5
-4.479,-13.214,-3.695,5
-4.319,-14.609,-2.448,5
-4.815,-15.206,-2.383,5
-5.272,-15.557,-2.857,5
-5.223,-15.717,-4.091,5
-5.209,-15.622,-4.628,5
-5.053,-15.111,-4.453,5
-4.103,-13,-2.058,5
-3.469,-11.388,-0.661,5
-3.013,-9.932,0.121,5
-2.186,-6.006,1.17,5
-1.56,-3.57,1.956,5
-1.128,-2.57,2.486,5
0.331,-0.66,4.128,6
1.251,0.452,5.058,5
1.313,0.341,4.873,5
1.104,-0.761,3.705,5
0.871,-1.782,2.839,5
0.71,-2.671,2.16,5
0.578,-5.656,0.303,5
0.521,-8.861,-1.592,5
0.731,-10.17,-2.086,5
1.333,-12.759,-1.827,5
2.071,-15.796,-1.184,5
2.096,-16.537,-0.765,5
2.201,-17.177,-0.331,5
2.374,-17.732,0.112,5
2.166,-17.306,-0.117,5
1.607,-15.826,-0.576,5
0.607,-13.023,-1.317,5
0.08,-11.849,-1.507,5
-0.719,-10.53,-1.602,5
-2.163,-8.542,-1.639,5
-2.732,-7.78,-1.53,5
-3.069,-7.296,-1.326,5
-3.414,-6.641,-0.943,5
-3.515,-6.444,-0.831,5
-3.295,-6.55,-1.084,5
-3.132,-6.726,-1.197,5
-2.985,-6.936,-1.316,5
-2.832,-7.187,-1.443,5
-2.153,-7.964,-1.677,6
-1.699,-8.494,-1.823,5
-1.489,-8.753,-1.873,5
-0.913,-9.585,-1.67,5
-0.443,-10.252,-1.49,5
-0.196,-10.573,-1.379,5
0.091,-11.169,-0.932,5
0.306,-11.672,-0.551,5
0.306,-11.771,-0.539,5
0.111,-11.665,-0.518,5
-0.135,-11.49,-0.499,5
-0.258,-11.366,-0.512,5
-0.664,-10.922,-0.562,5
-1.213,-10.309,-0.633,5
-1.324,-10.099,-0.658,5
-1.632,-9.705,-0.708,5
-2.126,-9.137,-0.782,5
-2.192,-9.01,-0.785,5
-2.119,-8.944,-0.713,5
-1.872,-8.944,-0.54,5
-1.71,-9.029,-0.389,5
-1.486,-9.193,-0.153,5
-1.091,-9.501,0.278,5
-0.855,-9.642,0.495,5
-0.649,-9.738,0.636,5
-0.365,-9.874,0.747,5
-0.203,-9.945,0.842,5
-0.132,-9.959,0.931,5
-0.305,-9.774,1.042,6
-0.416,-9.657,1.132,5
-0.478,-9.595,1.206,5
-0.848,-9.423,1.095,5
-1.064,-9.294,0.99,5
-1.088,-9.22,0.891,5
-1.345,-9.168,0.715,5
-1.531,-9.136,0.619,5
-1.531,-9.136,0.693,5
-1.575,-9.201,0.737,5
-1.629,-9.283,0.774,5
-1.739,-9.282,0.878,5
-1.857,-9.219,0.902,5
-1.968,-9.162,0.879,5
-2.079,-9.211,0.867,5
-2.19,-9.239,0.963,5
-2.302,-9.251,1.13,5
-2.438,-9.263,1.143,5
-2.67,-9.294,0.933,5
-3.003,-9.343,0.489,5
-3.048,-9.266,0.586,5
-3.097,-9.274,0.703,5
-3.183,-9.434,0.79,5
-3.177,-9.574,0.681,5
-3.232,-9.748,0.392,5
-3.491,-10.019,-0.261,5
-3.598,-10.165,-0.44,5
-3.679,-10.24,-0.399,5
-3.914,-10.203,-0.164,6
-3.971,-10.189,-0.037,5
-3.921,-10.159,0.048,5
-3.861,-9.738,0.444,5
-3.763,-9.452,0.675,5
-3.623,-9.312,0.726,5
-3.439,-9.176,0.799,5
-3.316,-9.041,0.817,5
-3.279,-8.905,0.755,5
-3.21,-8.897,0.543,5
-3.124,-8.937,0.375,5
-3.013,-9.036,0.35,5
-2.657,-9.257,0.533,5
-2.28,-9.474,0.733,5
-2.107,-9.536,0.758,5
-1.796,-9.557,0.79,5
-1.443,-9.561,0.818,5
-1.331,-9.598,0.769,5
-1.179,-9.683,0.678,5
-0.995,-9.807,0.555,5
-0.945,-9.868,0.443,5
-0.969,-10.003,0.226,5
-1.08,-10.225,-0.119,5
-0.99,-10.302,-0.309,5
-0.95,-10.474,-0.714,5
-0.981,-10.822,-1.453,5
-0.937,-10.968,-1.699,5
-0.885,-11.119,-1.955,5
-0.749,-11.39,-2.424,5
-0.57,-11.602,-2.764,6
-0.371,-11.833,-3.026,5
-0.161,-12.34,-3.162,5
-0.032,-12.648,-3.217,5
0.038,-12.826,-3.215,5
0.025,-13.122,-3.166,5
0.043,-13.279,-3.165,5
0.093,-13.291,-3.214,5
-0.193,-13.385,-3.287,5
-0.468,-13.464,-3.337,5
-0.69,-13.514,-3.349,5
-1.739,-13.357,-3.754,5
-2.706,-13.18,-4.119,5
-3.064,-13.057,-4.193,5
-3.675,-12.635,-4.611,5
-4.307,-12.126,-5.107,5
-4.616,-11.719,-5.391,5
-4.851,-10.848,-5.268,5
-4.64,-10.361,-4.959,5
-4.467,-10.114,-4.466,5
-3.819,-9.991,-3.633,5
-2.745,-9.979,-2.498,5
-2.43,-10.099,-2.073,5
-1.615,-10.479,-1.131,5
-0.097,-11.207,0.535,5
0.71,-11.537,1.458,5
1.683,-12.098,2.221,5
3.226,-13.271,2.875,5
3.971,-13.826,3.007,6
4.397,-14.261,2.923,5
4.532,-14.928,2.627,5
4.331,-15.043,2.553,5
3.869,-14.821,2.58,5
2.709,-14.13,2.53,5
2.126,-13.661,2.467,5
1.982,-13.358,2.39,5
1.142,-12.444,2.044,5
0.502,-11.838,1.733,5
0.094,-11.591,1.461,5
-0.437,-11.049,0.851,5
-0.584,-10.882,0.652,5
-0.72,-10.783,0.603,5
-0.607,-10.396,0.255,5
-0.45,-9.999,-0.107,5
-0.338,-9.776,-0.305,5
0.041,-9.537,-0.615,5
0.469,-9.309,-0.911,5
0.531,-9.185,-0.862,5
0.444,-8.765,-0.953,5
0.258,-8.169,-1.126,5
0.048,-7.971,-1.065,5
-0.369,-7.675,-0.948,5
-0.999,-7.28,-0.775,5
-1.29,-7.259,-0.824,5
-1.669,-7.361,-0.924,5
-2.212,-7.62,-1.085,5
-2.412,-7.723,-1.079,6
-2.612,-7.83,-1.063,5
-2.97,-8.015,-1.101,5
-3.118,-8.036,-1.065,5
-3.22,-7.971,-0.933,5
-3.442,-7.786,-0.501,5
-3.531,-7.703,-0.305,5
-3.534,-7.677,-0.241,5
-3.435,-7.64,-0.154,5
-3.297,-7.616,-0.114,5
-3.124,-7.604,-0.114,5
-3.036,-7.591,-0.029,5
-2.923,-7.584,0.04,5
-2.775,-7.584,0.09,5
-2.692,-7.584,0.193,5
-2.618,-7.56,0.252,5
-2.544,-7.486,0.202,5
-2.546,-7.422,0.134,5
-2.571,-7.363,0.071,5
-2.596,-7.313,0.046,5
-2.737,-7.28,-0.094,5
-2.916,-7.257,-0.276,5
-2.966,-7.245,-0.35,5
-3.018,-7.229,-0.485,5
-3.072,-7.211,-0.664,5
-3.111,-7.21,-0.817,5
-3.104,-7.22,-0.903,5
-3.067,-7.22,-0.953,5
-3.052,-7.232,-0.957,6
-3.04,-7.222,-1.02,5
-3.028,-7.172,-1.193,5
-2.995,-7.153,-1.255,5
-2.91,-7.24,-1.344,5
-2.688,-7.611,-1.578,5
-2.527,-7.841,-1.725,5
-2.364,-8.08,-1.854,5
-2.055,-8.673,-2.076,5
-1.821,-9.003,-2.223,5
-1.618,-9.176,-2.332,5
-1.099,-9.572,-2.603,5
-0.854,-9.811,-2.8,5
-0.879,-9.898,-2.924,5
-1.279,-9.82,-3.517,5
-1.6,-9.709,-3.957,5
-1.773,-9.56,-4.129,5
-2.221,-9.086,-4.366,5
-2.628,-8.655,-4.573,5
-2.731,-8.565,-4.637,5
-2.591,-8.478,-4.7,5
-2.372,-8.425,-4.754,5
-2.162,-8.511,-4.779,5
-1.532,-8.804,-4.748,5
-0.724,-9.19,-4.693,5
-0.477,-9.363,-4.705,5
0.096,-9.755,-4.784,5
0.947,-10.335,-4.92,5
1.104,-10.489,-4.983,5
1.22,-10.658,-5.179,6
1.294,-10.856,-5.549,5
1.226,-10.868,-5.723,5
1.033,-10.748,-5.822,5
0.625,-10.415,-5.822,5
0.382,-10.227,-5.812,5
0.093,-10.019,-5.698,5
-0.498,-9.611,-5.241,5
-0.781,-9.397,-4.893,5
-1.029,-9.353,-4.443,5
-2.05,-9.874,-2.961,5
-2.669,-10.899,-2.746,5
-2.915,-11.496,-2.656,5
-3.087,-13.236,-2.409,5
-3.138,-14.417,-2.261,5
-3.051,-14.972,-2.224,5
-2.396,-16.096,-2.323,5
-1.779,-16.886,-2.412,5
-1.31,-17.022,-2.461,5
0.027,-15.471,-2.329,5
1.202,-13.703,-2.169,5
1.399,-12.369,-2.046,5
0.97,-9.65,-1.445,5
0.35,-6.785,-0.748,5
0.029,-5.995,-0.526,5
-0.745,-4.592,0.285,5
-1.761,-2.895,1.424,5
-2.069,-2.636,1.856,5
-2.805,-2.515,2.2,6
-3.953,-2.527,2.46,5
-4.57,-2.823,2.364,5
-5.223,-3.504,1.774,5
-5.362,-4.498,0.736,5
-5.14,-5.194,0.203,5
-4.646,-6.353,-0.297,5
-3.609,-8.674,-0.902,5
-3.11,-9.826,-1.201,5
